question_type	question_text	required	page_number	option_text	option_values
radio	Please indicate which of the following scenarios you would prefer.	1	3	The worst social sin is to be rude, The worst social sin is to be a bore	0,1
radio	Please indicate which of the following scenarios you would prefer.	1	3	A person should have considerable sexual experience before marriage, It's better if two married persons begin their sexual experience with each other	1,0
radio	Please indicate which of the following scenarios you would prefer.	1	3	Even if I had the money I would not care to associate with flight rich persons like those in the “jet set”, I could conceive of myself seeking pleasures around the world with the “jet set”	0,1
radio	Please indicate which of the following scenarios you would prefer.	1	3	I like people who are sharp and witty even if they do sometimes insult others, I dislike people who have their fun at the expensive of hurting the feelings of others	1,0
radio	Please indicate which of the following scenarios you would prefer.	1	3	There is altogether too much portrayal of sex in movies, I enjoy watching many of the “sexy” scenes in movies	0,1
radio	Please indicate which of the following scenarios you would prefer.	1	3	I feel best after taking a couple of drinks, Something is wrong with people who need liquor to feel good	1,0
radio	Please indicate which of the following scenarios you would prefer.	1	3	People should dress according to some standard of taste / neatness and style, People should dress in individual ways even if the effects are sometimes strange	0,1
radio	Please indicate which of the following scenarios you would prefer.	1	3	Sailing long distances in small sailing crafts is foolhardy, I would like to sail a long distance in a small but seaworthy sailing craft	0,1
radio	Please indicate which of the following scenarios you would prefer.	1	3	I have no patience with dull or boring persons, I find something interesting in almost every person I talk to	1,0
radio	Please indicate which of the following scenarios you would prefer.	1	3	Skiing down a high mountain slope is a good way to end up on crutches, I think I would enjoy the sensations of skiing very fast down a high mountain slope	0,1
instruction	Congratulations for completing this survey! Press <strong>finish</strong> to continue.	0	4		
