question_type	question_text	required	page_number	option_text	option_values	variables
radio	At ease	1	5	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Scared	1	5	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Drowsy	1	5	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Angry at self	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Enthusiastic	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Downhearted	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Sheepish	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Distressed	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Blameworthy	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Determined	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Frightened	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Astonished	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Interested	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Loathing	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Confident	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Energetic	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Concentrating	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
radio	Dissatisfied with self	1	6	"Very slightly or not at all, A little, Moderately, Quite a bit, Extremely"	"1,2,3,4,5"	
instruction	Congratulations for completing this survey! Press <strong>finish</strong> to continue.	0	7			
