question_type	question_text	required	page_number	option_text	option_values	variables
instruction	"This questionnaire tries to establish how alert you feel. In reporting your feeling, we would like you to consider how you feel RIGHT NOW. Using the following scale, please choose one response for each question."	0	6			
instruction	Right now I feel... 	0	6			
radio	Able to concentrate	1	6	"Not at all, blank , Somewhat, Much, blank, A great deal "	"6, 5, 4, 3, 2, 1"	that_1
radio	Alert	1	6	"Not at all, blank , Somewhat, Much, blank, A great deal "	"6, 5, 4, 3, 2, 1"	that_2
radio	Fresh	1	6	"Not at all, blank , Somewhat, Much, blank, A great deal "	"6, 5, 4, 3, 2, 1"	that_3
radio	Energetic	1	6	"Not at all, blank , Somewhat, Much, blank, A great deal "	"6, 5, 4, 3, 2, 1"	that_4
radio 	Able to think of new ideas	1	6	"Not at all, blank , Somewhat, Much, blank, A great deal "	"6, 5, 4, 3, 2, 1"	that_5
radio	"Vision is clear, noting all details (e.g., driving) "	1	6	"Not at all, blank , Somewhat, Much, blank, A great deal "	"6, 5, 4, 3, 2, 1"	that_6
radio	Able to focus on the task at hand	1	6	"Not at all, blank , Somewhat, Much, blank, A great deal "	"6, 5, 4, 3, 2, 1"	that_7
radio	Mental facilities were operating at peak level 	1	6	"Not at all, blank , Somewhat, Much, blank, A great deal "	"6, 5, 4, 3, 2, 1"	that_8
radio	Extra effort is needed to maintain alertness	1	6	"Not at all, blank , Somewhat, Much, blank, A great deal "	"6, 5, 4, 3, 2, 1"	that_9 
radio	"In a boring situation, I would find my mind wandering"	1	6	"Not at all, blank , Somewhat, Much, blank, A great deal "	"6, 5, 4, 3, 2, 1"	that_10
instruction	Congratulations for completing this survey! Press <strong>finish</strong> to continue.	0	6			
