question_type	question_text	required	page_number	option_text	option_values	variables
radio	"If I don't act when I foresee danger, then I am to blame for any consequences."	1	3	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_08
radio	"If I can't do something perfectly, I shouldn't do it at all."	1	3	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_09
radio	I must work to my full potential at all times.	1	3	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_10
radio	It is essential for me to consider all possible outcomes of a situation.	1	4	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_11
radio	Even minor mistakes mean a job is not complete.	1	4	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_12
radio	"If I have aggressive thoughts or impulses about my loved ones, this means I may secretly want to hurt them."	1	4	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_13
radio	I must be certain of my decisions.	1	4	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_14
radio	"In all kinds of daily situations, failing to prevent harm is just as bad as deliberately causing harm."	1	4	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_15
radio	"Avoiding serious problems (for example, illness or accidents) requires constant effort on my part."	1	4	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_16
radio	"For me, not preventing harm is as bad as causing harm."	1	4	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_17
radio	I should be upset if I make a mistake.	1	4	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_18
radio	I should make sure others are protected from any negative consequences of my decisions or actions.	1	4	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_19
radio	"For me, things are not right if they are not perfect."	1	4	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_20
radio	Having nasty thoughts means I am a terrible person.	1	5	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_21
radio	"If I do not take extra precautions, I am more likely than others to have or cause a serious disaster."	1	5	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_22
radio	"In order to feel safe, I have to be as prepared as possible for anything that could go wrong."	1	5	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_23
radio	I should not have bizarre or disgusting thoughts.	1	5	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_24
radio	"For me, making a mistake is as bad as failing completely."	1	5	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_25
radio	"It is essential for everything to be clear cut, even in minor matters."	1	5	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_26
radio	Having a blasphemous thought is as sinful as committing a sacrilegious act.	1	5	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_27
radio	I should be able to rid my mind of unwanted thoughts.	1	5	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_28
radio	I am more likely than other people to accidentally cause harm to myself or to others.	1	5	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_29
radio	Having bad thoughts means I am weird or abnormal.	1	5	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_30
radio	I must be the best at things that are important to me.	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_31
radio	Having an unwanted sexual thought or image means I really want to do it.	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_32
radio	"If my actions could have even a small effect on a potential misfortune, I am responsible for the outcome."	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_33
radio	"Even when I am careful, I often think that bad things will happen."	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_34
radio	Having intrusive thoughts means I'm out of control.	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_35
radio	Harmful events will happen unless I am very careful.	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_36
radio	I must keep working at something until it's done exactly right.	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_37
radio	Having violent thoughts means I will lose control and become violent.	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_38
radio	"To me, failing to prevent a disaster is as bad as causing it."	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_39
radio	"If I don't do a job perfectly, people won't respect me."	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_40
radio	Even ordinary experiences in my life are full of risk.	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_41
radio	Having a bad thought is morally no different than doing a bad deed.	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_42
radio	"No matter what I do, it won't be good enough."	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_43
radio	"If I don't control my thoughts, I'll be punished."	1	6	"Disagree <br>very much, Disagree <br>moderately, Disagree <br>a little, Neither agree <br>nor disagree, Agree <br>a little, Agree <br>moderately, Agree <br>very much"	"1,2,3,4,5,6,7"	OBQ_44
instruction	Congratulations for completing this survey! Press <strong>finish</strong> to continue.	0	7			
